Spotify;Stockholm;Stockholm County;Sweden;True;>10000;1024;85;0;False;None;None;None;u;established;https://spotify.com;[]
Tesla;Austin;TX;United States;True;>10000;1387;48;0;False;None;None;None;u;established;https://tesla.com;['AI/ML', 'Automotive', 'Autonomous Vehicles', 'Electric Vehicles', 'Renewable Energy', 'Technology', 'Transportation']
dbt Labs;Philadelphia;PA;United States;True;200-500;647;429;0;False;None;{'__typename': 'FundingRound', 'id': 'c13227c3-c4ba-4f7a-bd7b-de0bb3968905', 'fundingType': 'series_d'};None;b;startup;https://www.getdbt.com/;['Analytics', 'Software']
Peloton;New York;NY;United States;True;5000-10000;424;82;0;False;None;{'__typename': 'FundingRound', 'id': '2f6144ca-6816-4a58-8b22-657eb5ac10bb', 'fundingType': 'post_ipo_debt'};None;u;established;https://www.onepeloton.com/;['Health & Wellness']
Netflix;Los Gatos;CA;United States;True;>10000;2114;118;0;False;None;{'__typename': 'FundingRound', 'id': 'fd9e974f-6ba1-4785-a0d8-5dd14c524338', 'fundingType': 'post_ipo_debt'};None;u;established;https://www.netflix.com;['Media & Entertainment']
JPMorgan Chase;New York;NY;United States;True;>10000;931;144;0;False;None;None;None;u;established;https://www.jpmorganchase.com/;['Banking', 'Finance', 'Personal Finance']
The Walt Disney Company;Burbank;CA;United States;True;>10000;2119;278;0;False;None;None;None;u;established;https://thewaltdisneycompany.com/;['Amusements', 'Hotels & Hospitality', 'Media & Entertainment', 'Streaming', 'TV']
The Walt Disney Company;Burbank;CA;United States;True;>10000;2119;278;0;False;None;None;None;u;established;https://thewaltdisneycompany.com/;['Amusements', 'Hotels & Hospitality', 'Media & Entertainment', 'Streaming', 'TV']
Intel;Santa Clara;CA;United States;True;>10000;711;171;0;False;None;{'__typename': 'FundingRound', 'id': '0970e266-3174-436d-b956-619fb7f2081f', 'fundingType': 'series_b'};None;u;established;https://www.intel.com;['AI/ML', 'Enterprise Software', 'Software']
Citigroup;New York;NY;United States;True;>10000;513;157;0;False;None;None;None;u;established;https://www.citigroup.com/;['Banking', 'Credit & Debit Cards', 'Finance', 'Investment Management', 'Risk & Compliance']
Samsung;Suwon-si;Gyeonggi-do;South Korea;True;>10000;255;88;0;False;None;None;None;u;established;https://www.samsung.com/;['Electronics']
SpaceX;Hawthorne;CA;United States;True;1000-5000;531;51;0;False;None;{'__typename': 'FundingRound', 'id': '77af4b41-4c07-4396-842f-b1321d7134ae', 'fundingType': 'venture'};None;u;None;https://www.spacex.com;['Aviation & Aerospace', 'Industrial', 'Space']
The Coca-Cola Company;Atlanta;GA;United States;True;>10000;622;80;0;False;None;None;None;u;established;https://www.coca-cola.com/;['Consumer', 'Consumer Goods', 'Food & Beverage']
Big Cabal Media;Lagos;LA;Nigeria;True;50-200;124;82;0;False;None;None;None;b;startup;https://www.bigcabal.com/;['Publishing']
Walmart;Bentonville;AR;United States;True;>10000;992;101;0;False;None;{'__typename': 'FundingRound', 'id': '395cb9ce-50cb-46f1-ac31-8553b92c842e', 'fundingType': 'series_a'};None;u;None;https://www.walmart.com/;['Consumer', 'Retail']
Airbnb;San Francisco;CA;United States;True;>10000;1540;91;0;False;None;{'__typename': 'FundingRound', 'id': '83a27c8d-894e-4a42-9f13-bf0f6cc4c3e1', 'fundingType': 'secondary_market'};None;u;established;https://airbnb.com;['Hotels & Hospitality', 'Internet', 'Travel & Leisure']
lululemon;Vancouver;BC;Canada;True;>10000;140;51;0;False;None;{'__typename': 'FundingRound', 'id': '3320ec91-3e41-41ae-a7a3-b87b9a47dddd', 'fundingType': 'post_ipo_equity'};None;u;established;http://lululemon.com;['Apparel & Fashion', 'Community & Lifestyle', 'Consumer', 'Consumer Goods', 'Health & Wellness', 'Retail']
Bank of America;Charlotte;NC;United States;True;>10000;393;114;0;False;None;None;None;u;established;https://www.bankofamerica.com/;['Banking', 'Consumer', 'Enterprise', 'FinTech', 'Investment Management', 'Small & Mediam Businesses']
Aldi UK;;England;United Kingdom;True;5000-10000;8;6;0;False;None;None;None;u;None;https://www.aldi.co.uk/;['Retail']
Boston Celtics;Boston;MA;United States;True;200-500;13;178;0;False;None;None;None;u;None;http://celtics.com;['Sports']
Target;Minneapolis;MN;United States;True;>10000;521;115;0;False;None;{'__typename': 'FundingRound', 'id': '511cd2a5-3ff7-4f7f-bc1f-c051dd92c63e', 'fundingType': 'series_c'};None;u;other;https://www.target.com;['Delivery', 'E-Commerce', 'Internet']
Uber;San Francisco;CA;United States;True;>10000;1537;120;0;False;None;{'__typename': 'FundingRound', 'id': '2d8280ef-10d9-46b8-a125-a32f2b1c5c76', 'fundingType': 'post_ipo_debt'};None;u;established;https://www.uber.com;['AI/ML', 'Computer Vision', 'Delivery', 'Food & Beverage', 'Mobile', 'Software', 'Transportation']
SHEIN;Nanjing;Jiangsu;China;True;>10000;39;11;0;False;None;{'__typename': 'FundingRound', 'id': 'ff1fbbae-be18-4da3-855a-0b465dc3262a', 'fundingType': 'series_e'};None;u;other;https://www.shein.com/;['Apparel & Fashion']
Salesforce;San Francisco;CA;United States;True;>10000;2157;541;0;False;None;{'__typename': 'FundingRound', 'id': 'c42dcdce-3b38-48ae-8c02-cede96d07e05', 'fundingType': 'series_c'};None;u;established;https://www.salesforce.com/;['Apps', 'Cloud', 'Data', 'Enterprise Software', 'IT Services']
Fastenal Europe;Dordrecht;ZH;Netherlands;True;500-1000;225;329;0;False;None;None;None;b;established;https://fastenal.eu/;['Logistics & Supply Chain']
McDonald's;Chicago;IL;United States;True;>10000;312;75;0;False;None;None;None;u;None;http://www.mcdonalds.com/us/en-us.html;['Restaurants']
Pfizer;New York;NY;United States;True;>10000;327;93;0;False;None;{'__typename': 'FundingRound', 'id': 'eeb5e1d5-181a-4dfb-b7fe-60e297c76060', 'fundingType': 'post_ipo_equity'};None;u;established;https://www.pfizer.com;['Biotechnology', 'Health & Wellness', 'Health Care', 'Manufacturing', 'Pharmaceutical', 'Therapeutics']
TikTok;Los Angeles;CA;United States;True;>10000;153;51;0;False;None;None;None;u;established;http://tiktok.com;['Internet', 'Social Media']
Wells Fargo;San Francisco;CA;United States;True;>10000;619;149;0;False;None;None;None;u;established;https://www.wellsfargo.com/;['Consumer Services', 'Credit', 'Credit & Debit Cards', 'Finance', 'Payments']
Blink Health;New York;NY;United States;True;50-200;0;9;0;False;None;{'__typename': 'FundingRound', 'id': 'f2c2c21a-e11b-4f52-85f7-9fe769d61017', 'fundingType': 'venture'};None;u;None;https://blinkhealth.com;['Health & Wellness']
Stripe;San Francisco;CA;United States;True;5000-10000;947;121;0;False;None;{'__typename': 'FundingRound', 'id': '1be18524-590c-4254-a2d9-f43d5d9f2c3a', 'fundingType': 'secondary_market'};None;u;established;https://stripe.com;['Finance', 'FinTech', 'Internet', 'Technology']
Shopee;Singapore;None;Singapore;True;5000-10000;67;28;0;False;None;None;None;u;startup;http://shopee.com;['E-Commerce', 'Internet', 'Shopping']
Maze;;England;United Kingdom;True;50-200;342;116;0;False;None;{'__typename': 'FundingRound', 'id': '9be3bb2c-49bc-424e-bb3e-3ff5b1e6d2a3', 'fundingType': 'series_b'};None;b;startup;https://maze.co;['Analytics', 'Design']
Ford;Dearborn;MI;United States;True;>10000;341;98;0;False;None;None;None;u;established;https://ford.com;['Automotive']
Shopify;Ottawa;ON;Canada;True;>10000;586;120;0;False;None;None;None;u;established;https://shopify.com;['E-Commerce', 'Internet', 'Shopping', 'Small & Mediam Businesses']
Nestle Malaysia;Petaling Jaya;Selangor;Malaysia;True;5000-10000;37;17;0;False;None;None;None;u;None;https://www.nestle.com.my/;['Food & Beverage']
General Motors;Detroit;MI;United States;True;>10000;229;63;0;False;None;None;None;u;established;https://www.gm.com/;['Automotive']
AirAsia;Sepang;Selangor;Malaysia;True;>10000;49;23;0;False;None;None;None;u;other;https://www.airasia.com/en/gb;['Aviation & Aerospace', 'Delivery', 'Logistics & Supply Chain']
Starbucks;Seattle;WA;United States;True;>10000;855;76;0;False;None;{'__typename': 'FundingRound', 'id': '81846bd7-d238-49d7-bc30-57499d0de7f8', 'fundingType': 'post_ipo_equity'};None;u;established;https://www.starbucks.com/;['Consumer Goods', 'Food & Beverage', 'Restaurants']
Marriott International;Bethesda;MD;United States;True;>10000;172;45;0;False;None;None;None;u;established;https://www.marriott.com/default.mi;['Hotels & Hospitality']
PepsiCo;Harrison;NY;United States;True;>10000;247;83;0;False;None;None;None;u;established;https://pepsico.com;['Food & Beverage']
Goldman Sachs;New York;NY;United States;True;>10000;494;71;0;False;None;None;None;u;established;http://www.goldmansachs.com/;['Finance']
Oracle;Austin;TX;United States;True;>10000;920;264;0;False;None;None;None;u;established;https://www.oracle.com/;['Automation', 'Cloud', 'Consulting', 'Information Technology', 'IT Services', 'Technology']
IBM;Armonk;NY;United States;True;>10000;1267;200;0;False;None;{'__typename': 'FundingRound', 'id': '8ff95a68-3705-4df9-8110-5061e066c894', 'fundingType': 'series_a'};None;u;established;https://ibm.com;['Cloud', 'Developer Tools', 'Enterprise Software', 'Information Technology', 'Software']
Plus;Seattle;WA;United States;True;10-50;1;11;0;False;None;{'__typename': 'FundingRound', 'id': 'd7c7ed0e-a099-4bc2-ae0d-2c2b809aa9bf', 'fundingType': 'seed'};None;u;None;https://www.plusdocs.com/;['Productivity', 'Software']
NFL;New York;NY;United States;True;1000-5000;44;28;0;False;None;None;None;u;None;http://nfl.com;['Sports']
Boeing;Arlington;VA;United States;True;>10000;668;135;0;False;None;None;None;u;established;http://www.boeing.com/;['Aviation & Aerospace', 'Manufacturing']
HDFC Bank;Mumbai;None;India;True;>10000;9;24;0;False;None;None;None;u;None;https://www.hdfcbank.com/;['Banking']
Infosys;Bengaluru;KA;India;True;>10000;159;100;0;False;None;None;None;u;established;https://www.infosys.com/;['Consulting', 'Information Technology', 'Outsourcing']
Fidelity;Boston;MA;United States;True;>10000;87;71;0;False;None;{'__typename': 'FundingRound', 'id': '8f84f54a-cb1c-49b3-95ab-5cb0df6b3e90', 'fundingType': 'venture'};None;u;established;https://www.fidelity.com/;['Documentation', 'FinTech', 'Legal Tech']
CVS Health;Woonsocket;RI;United States;True;>10000;287;113;0;False;None;None;None;u;startup;https://www.cvshealth.com;['Health & Wellness']
H&M Group;Stockholm;Stockholm County;Sweden;True;>10000;143;42;0;False;None;None;None;u;established;https://hmgroup.com/;['Apparel & Fashion', 'E-Commerce', 'Sustainability']
HP;Palo Alto;CA;United States;True;>10000;408;102;0;False;None;None;None;u;established;https://hp.com;['Enterprise Software', 'Information Technology', 'Computer Hardware']
LASSO;Nashville;TN;United States;True;50-200;6;2;0;False;None;{'__typename': 'FundingRound', 'id': 'f5be533f-0a77-449e-8e53-32c25db3fcb1', 'fundingType': 'seed'};None;u;startup;http://lasso.io;['Software']
General Electric;Boston;MA;United States;True;>10000;678;113;0;False;None;None;None;u;established;http://www.ge.com;['Engineering']
dnc;São José dos Campos;SP;Brazil;True;50-200;320;160;0;False;None;None;None;b;startup;https://escoladnc.com.br;['Education']
Adidas;Herzogenaurach;BY;Germany;True;>10000;226;59;0;False;None;{'__typename': 'FundingRound', 'id': 'eefcf618-760d-4fb8-a055-a80dede09725', 'fundingType': 'post_ipo_debt'};None;u;None;http://www.adidas.com;['Apparel & Fashion', 'Consumer Goods', 'Retail', 'Sports']
Rocket.Chat;Wilmington;DE;United States;True;50-200;553;141;0;False;None;{'__typename': 'FundingRound', 'id': '7506b623-3c6d-4494-8f89-e3bc3199c42e', 'fundingType': 'series_a'};None;b;established;https://rocket.chat/;['Developer Tools', 'Software']
Accenture;Dublin;County Dublin;Ireland;True;>10000;524;205;0;False;None;None;None;u;established;https://accenture.com;['Information Technology']
PayPal;San Jose;CA;United States;True;>10000;842;119;0;False;None;{'__typename': 'FundingRound', 'id': '93a6bc7d-5af4-413b-8280-33782a50c7ad', 'fundingType': 'series_b'};None;u;established;https://www.paypal.com/;['AI/ML', 'Analytics', 'Fraud Detection']
NBA;New York;NY;United States;True;1000-5000;192;50;0;False;None;None;None;u;None;http://www.nba.com/;['Sports']
Johnson & Johnson;New Brunswick;NJ;United States;True;>10000;330;88;0;False;None;None;None;u;None;https://www.jnj.com/;['Biotechnology', 'Health & Wellness', 'Health Care', 'Pharmaceutical']
Costco Wholesale;Seattle;WA;United States;True;>10000;165;60;0;False;None;None;None;u;None;https://costco.com;['Apparel & Fashion', 'Consumer Goods', 'Consumer Services', 'Electronics', 'Food & Beverage', 'Retail']
OpenAI;San Francisco;CA;United States;True;200-500;22;16;0;False;None;{'__typename': 'FundingRound', 'id': '644f6c29-668c-456f-8bda-7e9195e21518', 'fundingType': 'corporate_round'};None;u;startup;https://openai.com;['AI/ML', 'Research', 'Software']
Procter & Gamble;Cincinnati;OH;United States;True;>10000;374;97;0;False;None;None;None;u;established;https://pg.com;['Beauty & Cosmetics', 'Consumer Goods', 'Health & Wellness', 'Manufacturing', 'Personal Health']
Patagonia;Ventura;CA;United States;True;1000-5000;110;45;0;False;None;None;None;u;None;https://patagonia.com;['Apparel & Fashion', 'Retail']
ViacomCBS;New York;NY;United States;True;>10000;288;112;0;False;None;None;None;u;established;https://www.viacomcbs.com/;['Media & Entertainment']
Mercedes-Benz Group;Stuttgart;BW;Germany;True;>10000;82;39;0;False;None;None;None;u;established;https://group.mercedes-benz.com/en/;['Automotive', 'Electric Vehicles', 'Manufacturing']
BBC;;England;United Kingdom;True;>10000;105;37;0;False;None;None;None;u;established;https://www.bbc.co.uk;['Media & Entertainment']
Zoom;San Jose;CA;United States;True;5000-10000;437;93;0;False;None;None;None;u;established;https://zoom.us/;['Information Technology', 'IT Services', 'Software', 'Telecommunications']
DoorDash;San Francisco;CA;United States;True;>10000;499;117;0;False;None;{'__typename': 'FundingRound', 'id': 'c8713c03-3d41-4fb2-857e-28e50f4233a2', 'fundingType': 'series_h'};None;u;established;https://www.doordash.com/;['Apps', 'Delivery', 'Food & Beverage', 'Internet', 'Logistics & Supply Chain']
ARIS;Dübendorf;ZH;Switzerland;True;500-1000;67;281;0;False;None;None;None;b;startup;http://aris-space.ch;['Aviation & Aerospace']
Toyota Motor Corporation;Toyota;Aichi;Japan;True;>10000;86;102;0;False;None;None;None;u;established;https://www.toyota.com/;['Automotive']
Red Bull;Fuschl am See;Salzburg;Austria;True;5000-10000;37;21;0;False;None;None;None;u;None;http://redbull.com;['Food & Beverage']
AT&T;Dallas;TX;United States;True;>10000;958;104;0;False;None;None;None;u;established;https://www.att.com/;['Messaging & Communication', 'Mobile', 'Telecommunications', 'Wireless']
The New York Times;New York;NY;United States;True;1000-5000;305;250;0;False;None;None;None;u;established;https://nytimes.com;['News & Journalism']
ByteDance;Beijing;Beijing;China;True;>10000;364;126;0;False;None;{'__typename': 'FundingRound', 'id': '8da60c73-c965-4dcb-90ac-a9088b39b80e', 'fundingType': 'private_equity'};None;u;established;http://bytedance.com;['Internet', 'Media & Entertainment']
Adobe Systems;San Jose;CA;United States;True;>10000;675;182;0;False;None;None;None;u;established;https://www.adobe.com;['Software']
Cisco;San Jose;CA;United States;True;>10000;892;186;0;False;None;{'__typename': 'FundingRound', 'id': 'b1edb72c-148e-4175-85f2-96dc7166902a', 'fundingType': 'series_d'};None;u;established;https://cisco.com;['Cyber Security', 'Enterprise Software']
L'Oreal;Clichy;Île-de-France;France;True;>10000;170;70;0;False;None;None;None;u;None;https://www.loreal.com/;['Beauty & Cosmetics']
Barclays;London;England;United Kingdom;True;>10000;265;119;0;False;None;None;None;u;established;https://www.barclays.co.uk/;['Finance']
Revolut;London;England;United Kingdom;True;5000-10000;246;52;0;False;None;{'__typename': 'FundingRound', 'id': 'a1437381-c8ab-4a32-937e-6f37dbea4da3', 'fundingType': 'secondary_market'};None;u;established;http://www.revolut.com;['Consumer', 'Finance', 'FinTech', 'Personal Finance', 'Technology']
CVC Capital Partners;New York;NY;United States;True;500-1000;19;41;0;False;None;None;None;u;None;https://www.cvc.com/;['Finance']
Grab;;None;Singapore;True;>10000;263;77;0;False;None;{'__typename': 'FundingRound', 'id': '9b6f0fb8-2bac-467a-a05e-02ec99ebf09c', 'fundingType': 'post_ipo_equity'};None;u;established;https://www.grab.com/;['Food & Beverage', 'Internet']
Comcast;Philadelphia;PA;United States;True;>10000;574;207;0;False;None;{'__typename': 'FundingRound', 'id': '02d4f438-31fc-4360-ba7d-dc9dae903301', 'fundingType': 'series_a'};None;u;established;https://corporate.comcast.com;['Apps', 'Home Goods & Services', 'IoT', 'Security', 'Smart Home', 'Software', 'Wireless']
Morgan Stanley;New York;NY;United States;True;>10000;236;62;0;False;None;None;None;u;established;https://www.morganstanley.com/;['Finance']
Nvidia;Santa Clara;CA;United States;True;>10000;279;63;0;False;None;{'__typename': 'FundingRound', 'id': '794df083-6d82-45ae-9923-256708458958', 'fundingType': 'series_d'};None;u;established;https://www.nvidia.com/page/home.html;['Cloud', 'Information Technology', 'Operating Systems', 'Software']
Intuitive Surgical;;CA;United States;True;5000-10000;30;38;0;False;None;None;None;u;None;https://www.intuitivesurgical.com/;['Medical Devices']
Linus Media Group;Surrey;BC;Canada;True;10-50;15;47;0;False;None;None;None;u;None;https://linusmediagroup.com/;['Media & Entertainment']
Dell Technologies;Round Rock;TX;United States;True;>10000;383;127;0;False;None;None;None;u;startup;https://www.dell.com/;['Computing', 'Information Technology', 'IT Services', 'Technology']
The White House;Washington;DC;United States;True;1000-5000;156;57;0;False;None;None;None;u;None;https://www.whitehouse.gov/;['Government']
Shell;;England;United Kingdom;True;>10000;128;28;0;False;None;None;None;u;established;https://www.shell.com/;['Energy']
Shell;;England;United Kingdom;True;>10000;128;28;0;False;None;None;None;u;established;https://www.shell.com/;['Energy']
EY;London;England;United Kingdom;True;>10000;261;132;0;False;None;None;None;u;established;https://www.ey.com/;['Accounting']
Gap;San Francisco;CA;United States;True;>10000;162;97;0;False;None;None;None;u;None;https://www.gapinc.com;['Retail']
Warner Bros. Discovery;Silver Spring;MD;United States;True;>10000;512;61;0;False;None;None;None;u;established;https://wbd.com/;['Media & Entertainment']
Snap;Santa Monica;CA;United States;True;1000-5000;681;101;0;False;None;{'__typename': 'FundingRound', 'id': '91d358a1-e377-40c7-a7bc-b9f8509bc170', 'fundingType': 'seed'};None;u;established;https://www.snap.com/;['Internet', 'Social Media']
Providence Equity;Providence;RI;United States;True;200-500;0;177;0;False;None;None;None;u;None;https://www.provequity.com/;['Finance']
Blackstone;New York;NY;United States;True;5000-10000;416;232;0;False;None;None;None;u;None;https://www.blackstone.com/;['Finance']
BlackRock;New York;NY;United States;True;>10000;187;39;0;False;None;None;None;u;established;http://www.blackrock.com;['Finance']
Mastercard;Harrison;NY;United States;True;>10000;405;123;0;False;None;{'__typename': 'FundingRound', 'id': '0dd44a8a-21eb-48cb-b66b-4e1a4d1c6ce3', 'fundingType': 'series_e'};None;u;other;https://www.mastercard.us;['Information Technology']
Verizon;New York;NY;United States;True;>10000;549;110;0;False;None;None;None;u;established;https://www.verizon.com/;['Information Technology', 'IT Services', 'Telecommunications']
Volkswagen Group;Wolfsburg;NDS;Germany;True;>10000;83;31;0;False;None;None;None;u;established;http://www.volkswagenag.com/en.html;['Automotive']
American Express;New York;NY;United States;True;>10000;300;55;0;False;None;None;None;u;established;https://www.americanexpress.com/;['Banking', 'Finance', 'Personal Finance']
Tesco;Welwyn Garden City;England;United Kingdom;True;>10000;40;26;0;False;None;None;None;u;None;https://www.tesco.com/;['Retail']
FOX Corporation;Los Angeles;CA;United States;True;5000-10000;180;55;0;False;None;None;None;u;established;https://www.foxcorporation.com/;['Media & Entertainment']
Dyson;Singapore;None;Singapore;True;>10000;27;11;0;False;None;None;None;u;None;http://dyson.com;['Manufacturing']
Leolist;Harbor Springs;MI;United States;True;10-50;1;0;0;False;None;None;None;u;None;https://www.leolist.cc/;['Advertising', 'Internet']
Wipro;East Brunswick;NJ;United States;True;>10000;276;93;0;False;None;None;None;u;established;https://www.wipro.com/;['Information Technology']
Springboard Collaborative;Philadelphia;PA;United States;True;50-200;72;138;0;False;None;None;None;b;other;https://www.springboardcollaborative.org/;['Education']
Stellantis;None;None;None;None;>10000;122;73;0;False;None;None;None;u;established;https://www.stellantis.com/en;['Automotive']
ClearEstate;Montreal;QC;Canada;True;50-200;124;79;0;False;None;None;None;b;established;https://www.clearestate.com/en-us/;['Finance']
Barstool Sports;New York;NY;United States;True;500-1000;4;13;0;False;None;{'__typename': 'FundingRound', 'id': 'f88cfdaa-257f-4ea9-a867-f290e29aada0', 'fundingType': 'corporate_round'};None;u;startup;http://barstoolsports.com;['Sports']
Atlassian;Sydney;NSW;Australia;True;5000-10000;184;110;0;False;None;{'__typename': 'FundingRound', 'id': 'bf000062-594b-479a-b457-7411423c3e6f', 'fundingType': 'seed'};None;u;established;https://www.atlassian.com/;['AI/ML', 'Enterprise Software', 'Support Services']
LVMH;Paris;IDF;France;True;>10000;84;42;0;False;None;None;None;u;None;https://www.lvmh.fr/;['Apparel & Fashion']
LVMH;Paris;IDF;France;True;>10000;84;42;0;False;None;None;None;u;None;https://www.lvmh.fr/;['Apparel & Fashion']
Gymshark;Shirley;England;United Kingdom;True;200-500;13;11;0;False;None;None;None;u;None;https://www.gymshark.com/;['Consumer Goods']
Petronas;Kuala Lumpur;Wilayah Persekutuan Kuala Lumpur;Malaysia;True;>10000;74;21;0;False;None;None;None;u;None;https://www.petronas.com/;['Energy']
BYJU’S;Bengaluru;KA;India;True;>10000;63;33;0;False;None;{'__typename': 'FundingRound', 'id': 'fa20f3a9-2fe5-4629-83f5-7d669f635684', 'fundingType': 'private_equity'};None;u;established;https://byjus.com/;['E-Learning', 'Education']
Domino's;Ann Arbor;MI;United States;True;>10000;83;56;0;False;None;None;None;u;None;https://www.dominos.com/;['Restaurants']
Block;San Francisco;CA;United States;True;5000-10000;436;57;0;False;None;None;None;u;established;https://block.xyz/;['Internet', 'Software']
The Home Depot;Atlanta;GA;United States;True;>10000;167;53;0;False;None;None;None;u;None;https://corporate.homedepot.com/leadership;['Retail']
Nestlé;Vevey;VD;Switzerland;True;>10000;172;120;0;False;None;None;None;u;other;https://www.nestle.com/;['Food & Beverage']
NBCUniversal;New York;NY;United States;True;>10000;263;99;0;False;None;None;None;u;established;https://www.nbcuniversal.com/;['Broadcasting', 'Media & Entertainment', 'TV']
FTX;Nassau;New Providence;The Bahamas;True;50-200;14;6;0;False;None;{'__typename': 'FundingRound', 'id': 'e5977350-58bc-45e4-856b-6b3a271f1d06', 'fundingType': 'series_b'};None;u;established;https://ftx.us/;['Cryptocurrency', 'Finance', 'FinTech']
Colgate Palmolive;New York;NY;United States;True;>10000;196;144;0;False;None;None;None;u;established;https://www.colgatepalmolive.com/;['Consumer Goods']
Unilever;;England;United Kingdom;True;>10000;200;34;0;False;None;None;None;u;established;https://www.unilever.com/;['Consumer Goods']
Roblox;San Mateo;CA;United States;True;1000-5000;105;58;0;False;None;{'__typename': 'FundingRound', 'id': 'e4aa5f2e-a4b0-4f32-a217-fbb7da578c4e', 'fundingType': 'series_h'};None;u;established;https://www.roblox.com/;['Apps', 'Mobile', 'Software']
EXPLORE;Carquefou;Pays de la Loire;France;True;50-200;1;1;0;False;None;None;None;u;None;https://www.explore.fr/;['Information Technology']
Delta Air Lines;Atlanta;GA;United States;True;>10000;256;138;0;False;None;None;None;u;established;https://www.delta.com/home/;['Aviation & Aerospace']
ExxonMobil;Irving;TX;United States;True;>10000;122;28;0;False;None;None;None;u;established;https://corporate.exxonmobil.com/;['Energy']
Maxis;Kuala Lumpur;Federal Territory of Kuala Lumpur;Malaysia;True;5000-10000;6;19;0;False;None;None;None;u;None;http://maxis.com.my;['Telecommunications']
FlipKart;Bengaluru;KA;India;True;>10000;235;49;0;False;None;None;None;u;established;https://www.flipkart.com;['Internet']
Notion;San Francisco;CA;United States;True;1000-5000;81;43;0;False;None;{'__typename': 'FundingRound', 'id': '2bb8b068-cfe3-4131-89b7-dc8cfd1e2966', 'fundingType': 'series_c'};None;u;None;https://www.notion.so;['Collaboration', 'Consumer Software', 'Documentation', 'Enterprise Software', 'Productivity', 'Software']
Thermo Fisher Scientific;Waltham;MA;United States;True;>10000;105;105;0;False;None;None;None;u;established;https://www.thermofisher.com/;['Biotechnology']
Kellogg Company;Battle Creek;MI;United States;True;>10000;72;27;0;False;None;None;None;u;None;http://www.kelloggcompany.com/;['Consumer Goods']
UnitedHealth Group;Minneapolis;MN;United States;True;>10000;236;66;0;False;None;None;None;u;established;https://www.unitedhealthgroup.com/;['Hospital']
Dallas Mavericks;Dallas;TX;United States;True;200-500;11;90;0;False;None;None;None;u;None;https://www.mavs.com;['Sports']
Bill & Melinda Gates Foundation;Seattle;WA;United States;True;1000-5000;178;164;0;False;None;None;None;u;None;https://www.gatesfoundation.org/;['Charity']
Singapore Airlines;Singapore;None;Singapore;True;>10000;12;26;0;False;None;None;None;u;None;http://www.singaporeair.com;['Aviation & Aerospace']
AstraZeneca;Cambridge;England;United Kingdom;True;>10000;118;61;0;False;None;None;None;u;established;https://www.astrazeneca.com/;['Pharmaceutical']
